Session Code,Product,Topic,Disclaimer,Session Data Update,Title,Abstract,Track,Type,Delivery,Times Offered
1958,Tableau Next,"Analytics,Salesforce on Tableau","This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference.",4/11/2025 4:22:00 PM,The Tableau Next Analyst Experience,"Tableau Next Workspaces centralize analytic tools, increasing team efficiency. Learn how agents augment a familiar authoring experience where collaboration and reuse is core to the experience. ",Tableau,Breakout,"In-Person,VOD",1
1812,Data Cloud,Data Strategy,"This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference.",4/11/2025 4:22:00 PM,Optimize Your Tableau Connection to Data Cloud,Want to know the best ways to streamline your Data Cloud deployment and Tableau connections? Do you need to optimize for query performance or cost? Join us to learn all this and more.,Data Cloud,Theater,"In-Person,VOD",1
2274,,,"This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference.",4/11/2025 4:22:00 PM,Education Meetup,"Network with fellow attendees who work in Education, talk about the projects you tackle, and get inspired by the art of the possible at this meetup!",Community,Activity,In-Person,1
1115,Developer Tools & APIs,Artificial Intelligence,"This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference.",4/11/2025 4:22:00 PM,Land and Expand AI Capabilities with Tableau Langchain,"Discover how Tableau Langchain bridges the gap between trusted data and modern AI frameworks. In this session, we’ll unveil three AI capabilities that enhance what you build with the Tableau Platform.",Tableau,Breakout,In-Person,1
1531,Developer Tools & APIs,"Analytics,Artificial Intelligence","This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference.",4/11/2025 4:22:00 PM,Empowering Agents with Data: VizQL Data Service & Agentforce,"Discover how to integrate VizQL Data Service into Salesforce Agentforce. Learn to use custom actions for agents to pull Tableau data, enabling smarter workflows and real-time, data-driven decisions.",Agentforce,Breakout,In-Person,1
1608,Tableau Cloud,Migration,"This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference.",4/11/2025 4:22:00 PM,Navigating Your Tableau Cloud Migration Journey,"Explore the full migration journey to Tableau Cloud, from evaluation to execution. Learn about benefits, best practices, considerations, migration tools, and strategies to optimize your move. ",Tableau,Breakout,In-Person,1
1972,Tableau Next,Data Strategy,"This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference.",4/11/2025 4:22:00 PM,Tableau Next: Prescribing the Future of Healthcare Analytics,Tableau Next is a new analytics experience natively built on the Salesforce Platform. See how healthcare companies are poised to unlock unprecedented insights and efficiencies with Tableau Next.,Ind:Health and Life Sciences,Theater,In-Person,1
2013,Tableau Next,Artificial Intelligence,"This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference.",4/11/2025 4:22:00 PM,How Data Analysts Can Control AI Mayhem with Tableau Next,This deep-dive session discusses potential techniques for helping analysts better trust and guide the automated analytics delivered to business users by Agentforce so they stay in the loop.,Agentforce,Breakout,"In-Person,VOD",1
1382,"Embedded Analytics,Tableau Cloud,Tableau Next",Salesforce on Tableau,"This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference.",4/11/2025 4:22:00 PM,Data-Driven Decision with Tableau Agent and Salesforce,From data to decision: Converge ICT’s journey with Tableau AI and Salesforce.,Ind:Communications,Breakout,In-Person,1
1049,Tableau Public,"Analytics,Careers","This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference.",4/11/2025 4:22:00 PM,Do It in Public,"Discover how Progressive Insurance empowers employees with Tableau Public, helping them advance their careers through data analysis skills. Learn how to create the same impact in your organization.",Community,Theater,In-Person,1
1312,Tableau Pulse,Visualization,"This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference.",4/11/2025 4:22:00 PM,How Decathlon Delivers Actionable Insights with Tableau,"Discover how Decathlon, a leading sports retailer, leverages Tableau to foster a data-driven mindset and deliver actionable insights across their business, from the store floor to the C-suite.",Ind:Retail,Breakout,"In-Person,VOD",1
1404,"Tableau Desktop,Tableau Public","Analytics,DataFam","This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference.",4/11/2025 4:22:00 PM,Data Remixed for Social Good: Powered by the DataFam,"What do you get when you combine data sonification, Salesforce cloud technology, Tableau dashboards, digital storytelling, and social impact with the global DataFam? Come find out and get inspired.",Community,Breakout,In-Person,1
