End DateTime,Start DateTime,Session Code,Room,End Time,Date,Start Time,Length,Disclaimer
4/16/2025 3:40:00 PM,4/16/2025 3:00:00 PM,1957,"Stage 3 | Content Pavilion, Ground Level",3:40 PM,4/16/2025,3:00 PM,40,"This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference."
4/17/2025 10:40:00 AM,4/17/2025 10:00:00 AM,1957,"Stage 5 | Content Pavilion, Ground Level",10:40 AM,4/17/2025,10:00 AM,40,"This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference."
4/17/2025 2:00:00 PM,4/17/2025 12:30:00 PM,1904,Hands-on Training 26B | Upper Level East,2:00 PM,4/17/2025,12:30 PM,90,"This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference."
4/16/2025 9:30:00 AM,4/16/2025 8:00:00 AM,1904,Hands-on Training 29C | Upper Level East,9:30 AM,4/16/2025,8:00 AM,90,"This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference."
4/15/2025 9:45:00 AM,4/15/2025 8:15:00 AM,1904,Hands-on Training 30B | Upper Level East,9:45 AM,4/15/2025,8:15 AM,90,"This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference."
4/15/2025 12:35:00 PM,4/15/2025 12:15:00 PM,1989,"Theater 2 | Data Village, Ground Level",12:35 PM,4/15/2025,12:15 PM,20,"This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference."
4/17/2025 1:35:00 PM,4/17/2025 1:15:00 PM,1989,"Theater 2 | Data Village, Ground Level",1:35 PM,4/17/2025,1:15 PM,20,"This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference."
4/15/2025 12:35:00 PM,4/15/2025 12:15:00 PM,1418,"Theater 4 | Data Village, Ground Level",12:35 PM,4/15/2025,12:15 PM,20,"This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference."
4/17/2025 4:00:00 PM,4/17/2025 2:30:00 PM,1947,Hands-on Training 26B | Upper Level East,4:00 PM,4/17/2025,2:30 PM,90,"This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference."
4/16/2025 12:00:00 PM,4/16/2025 10:30:00 AM,1947,Hands-on Training 28B | Upper Level East,12:00 PM,4/16/2025,10:30 AM,90,"This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference."
4/15/2025 9:45:00 AM,4/15/2025 8:15:00 AM,1947,Hands-on Training 29B | Upper Level East,9:45 AM,4/15/2025,8:15 AM,90,"This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference."
4/17/2025 9:00:00 AM,4/17/2025 8:00:00 AM,1230,Roundtables 11B | Upper Level West,9:00 AM,4/17/2025,8:00 AM,60,"This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference."
4/16/2025 12:00:00 PM,4/16/2025 11:00:00 AM,1998,Roundtables 11B | Upper Level West,12:00 PM,4/16/2025,11:00 AM,60,"This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference."
4/17/2025 11:30:00 AM,4/17/2025 10:00:00 AM,1945,Hands-on Training 23A | Upper Level East,11:30 AM,4/17/2025,10:00 AM,90,"This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference."
4/15/2025 2:00:00 PM,4/15/2025 12:30:00 PM,1945,Hands-on Training 26B | Upper Level East,2:00 PM,4/15/2025,12:30 PM,90,"This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference."
4/16/2025 10:00:00 AM,4/16/2025 8:30:00 AM,1945,Hands-on Training 26B | Upper Level East,10:00 AM,4/16/2025,8:30 AM,90,"This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference."
4/15/2025 9:40:00 AM,4/15/2025 9:00:00 AM,1304,"Stage 7 | Content Pavilion, Ground Level",9:40 AM,4/15/2025,9:00 AM,40,"This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference."
4/15/2025 9:50:00 AM,4/15/2025 9:30:00 AM,1322,"Theater 1 | Data Village, Ground Level",9:50 AM,4/15/2025,9:30 AM,20,"This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference."
4/17/2025 9:40:00 AM,4/17/2025 9:00:00 AM,1144,"Stage 7 | Content Pavilion, Ground Level",9:40 AM,4/17/2025,9:00 AM,40,"This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference."
4/16/2025 8:45:00 AM,4/16/2025 8:00:00 AM,2270,"Community Meetups | Data Village, Ground Level",8:45 AM,4/16/2025,8:00 AM,45,"This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference."
4/16/2025 3:00:00 PM,4/16/2025 2:00:00 PM,1341,Roundtables 11B | Upper Level West,3:00 PM,4/16/2025,2:00 PM,60,"This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference."
4/16/2025 9:05:00 AM,4/16/2025 8:45:00 AM,1240,"Theater 2 | Data Village, Ground Level",9:05 AM,4/16/2025,8:45 AM,20,"This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference."
4/16/2025 11:40:00 AM,4/16/2025 11:00:00 AM,1572,"Stage 1 | Content Pavilion, Ground Level",11:40 AM,4/16/2025,11:00 AM,40,"This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference."
4/17/2025 10:40:00 AM,4/17/2025 10:00:00 AM,1145,"Stage 1 | Content Pavilion, Ground Level",10:40 AM,4/17/2025,10:00 AM,40,"This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference."
4/15/2025 12:10:00 PM,4/15/2025 11:30:00 AM,1157,"Stage 4 | Content Pavilion, Ground Level",12:10 PM,4/15/2025,11:30 AM,40,"This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference."
4/15/2025 8:40:00 AM,4/15/2025 8:00:00 AM,1686,"Stage 5 | Content Pavilion, Ground Level",8:40 AM,4/15/2025,8:00 AM,40,"This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference."
4/15/2025 3:10:00 PM,4/15/2025 2:30:00 PM,1763,"Stage 4 | Content Pavilion, Ground Level",3:10 PM,4/15/2025,2:30 PM,40,"This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference."
4/15/2025 8:50:00 AM,4/15/2025 8:30:00 AM,2007,"Theater 1 | Data Village, Ground Level",8:50 AM,4/15/2025,8:30 AM,20,"This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference."
4/17/2025 2:05:00 PM,4/17/2025 1:45:00 PM,2007,"Theater 4 | Data Village, Ground Level",2:05 PM,4/17/2025,1:45 PM,20,"This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference."
